loan_amount,term,interest_rate,installment,grade,sub_grade,loan_status,loan_purpose,balance,paid_total,paid_principal,paid_interest,annual_income,debt_to_income,emp_length,homeownership,verified_income,state,delinq_2y,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,credit_utilization,dti_group,income_group,problem_loan,issue_month,risk_category,issue_date
20000,60,12.62,451.19,C,C1,Current,credit_card,19269.8,1339.55,730.2,609.35,60000.0,18.08,Unknown,MORTGAGE,Not Verified,CA,0,3,23,10,261899,29488,11.259302250104048,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
10000,36,11.99,332.1,B,B5,Current,debt_consolidation,9057.25,1315.08,942.75,372.33,39910.0,20.66,10.0,RENT,Source Verified,IL,0,2,14,9,29017,18576,64.01764482889341,20-30,Low,0,Feb-2018,No Current Problem,2018-02-01
15000,60,24.85,438.96,E,E3,Fully Paid,debt_consolidation,0.0,15811.2010434875,15000.0,811.2,56000.0,6.73,7.0,OWN,Source Verified,NV,2,2,13,6,145326,4588,3.1570400341301625,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
13000,36,10.42,422.05,B,B3,Current,debt_consolidation,11747.13,1673.15,1252.87,420.28,48000.0,24.6,Unknown,RENT,Source Verified,MN,0,5,29,11,64497,28467,44.1369366017024,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
6000,36,10.91,196.18,B,B4,Current,debt_consolidation,5425.71,777.45,574.29,203.16,57000.0,21.47,2.0,RENT,Source Verified,CA,0,2,26,11,64405,34466,53.514478689542734,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
8500,36,9.93,274.0,B,B2,Current,debt_consolidation,7464.69,1360.62,1035.31,325.31,57000.0,32.3,10.0,RENT,Not Verified,TX,0,1,13,12,72910,43191,59.23878754628995,30-40,Medium,0,Jan-2018,No Current Problem,2018-01-01
24000,60,19.03,622.97,D,D3,Current,debt_consolidation,22749.1,3051.42,1250.9,1800.52,105000.0,21.22,5.0,RENT,Source Verified,TN,0,1,37,15,125637,103062,82.03156713388572,20-30,Very High,0,Jan-2018,No Current Problem,2018-01-01
5000,36,6.08,152.3,A,A2,Current,debt_consolidation,4488.26,607.51,511.74,95.77,55000.0,27.69,4.0,MORTGAGE,Not Verified,NC,0,0,27,16,242060,95669,39.522845575477156,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
12800,36,14.08,437.98,C,C3,In Grace Period,credit_card,11628.41,1741.91,1171.59,570.32,65000.0,5.54,5.0,MORTGAGE,Verified,FL,0,4,17,10,7729,4260,55.117091473670584,0-10,Medium,0,Jan-2018,No Current Problem,2018-01-01
12600,60,12.61,284.18,C,C1,Current,debt_consolidation,12139.87,843.71,460.13,383.58,39000.0,32.74,2.0,RENT,Not Verified,NY,0,1,38,21,66197,31140,47.04140671027388,30-40,Low,0,Mar-2018,No Current Problem,2018-03-01
35000,36,6.08,1066.04,A,A2,Current,home_improvement,31418.07,4240.52,3581.93,658.59,185000.0,0.0,5.0,OWN,Source Verified,NY,0,7,17,3,16100,0,0.0,0-10,Very High,0,Feb-2018,No Current Problem,2018-02-01
22400,36,17.09,799.63,D,D1,Current,debt_consolidation,19927.49,3976.88,2472.51,1504.37,60000.0,25.78,10.0,OWN,Not Verified,DE,0,2,14,7,68444,44430,64.91438256092572,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
16000,60,16.01,389.18,C,C5,Current,credit_card,15465.8,1153.31,534.2,619.11,43000.0,13.17,2.0,MORTGAGE,Source Verified,OH,0,2,16,11,171724,40566,23.622790058465913,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
31500,60,10.91,683.48,B,B4,Current,debt_consolidation,29889.84,2714.83,1610.16,1104.67,61000.0,8.5,10.0,RENT,Not Verified,VA,0,1,17,10,60122,9699,16.132197864342505,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
4000,36,14.08,136.87,C,C3,Current,debt_consolidation,3539.64,681.22,460.36,220.86,37000.0,33.41,4.0,RENT,Source Verified,FL,0,0,21,6,82542,55058,66.7030118000533,30-40,Low,0,Jan-2018,No Current Problem,2018-01-01
16000,36,18.06,578.93,D,D2,Current,debt_consolidation,14616.64,2387.96,1383.36,1004.6,81120.0,18.05,10.0,MORTGAGE,Verified,VA,0,4,25,10,403183,27759,6.884962907662278,10-20,High,0,Jan-2018,No Current Problem,2018-01-01
8500,36,15.04,294.83,C,C4,Current,debt_consolidation,7928.0,877.39,572.0,305.39,24000.0,8.62,1.0,RENT,Source Verified,MN,0,3,3,3,9300,7813,84.01075268817205,0-10,Low,0,Mar-2018,No Current Problem,2018-03-01
11000,60,15.04,261.93,C,C4,Current,debt_consolidation,10623.12,831.75,376.88,454.87,140000.0,3.44,1.0,MORTGAGE,Source Verified,GA,0,1,13,11,271943,10979,4.037243098737603,0-10,Very High,0,Mar-2018,No Current Problem,2018-03-01
6500,36,10.91,212.53,B,B4,Current,other,5877.84,846.18,622.16,224.02,80000.0,18.09,10.0,RENT,Not Verified,NH,1,5,13,9,70168,45831,65.31609850644168,10-20,High,0,Feb-2018,No Current Problem,2018-02-01
8000,36,10.91,261.57,B,B4,Current,car,7234.29,1041.43,765.71,275.72,25000.0,5.57,3.0,OWN,Source Verified,GA,1,0,6,4,7100,3205,45.140845070422536,0-10,Low,0,Feb-2018,No Current Problem,2018-02-01
20000,60,19.03,519.15,D,D3,Current,debt_consolidation,19172.64,1939.17,827.36,1111.81,63695.0,20.5,3.0,MORTGAGE,Verified,MS,0,6,15,12,239529,50896,21.248366586091873,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
35000,60,17.09,871.54,D,D1,Current,credit_card,33475.49,3452.93,1524.51,1928.42,300000.0,11.99,10.0,OWN,Not Verified,CA,0,0,25,13,480716,130723,27.19339485267809,10-20,Very High,0,Feb-2018,No Current Problem,2018-02-01
36000,60,9.93,763.66,B,B2,Current,debt_consolidation,33632.34,3778.58,2367.66,1410.92,65000.0,30.45,0.0,MORTGAGE,Not Verified,KS,0,10,39,14,191516,123003,64.22596545458343,30-40,Medium,0,Jan-2018,No Current Problem,2018-01-01
25000,36,10.9,817.29,B,B4,Current,credit_card,23008.18,2636.73,1991.82,644.91,96996.0,26.24,0.0,MORTGAGE,Not Verified,TX,0,1,21,10,86794,51474,59.30594280710648,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
2500,36,10.9,81.73,B,B4,Current,debt_consolidation,2321.32,242.16,178.68,63.48,198000.0,19.07,1.0,RENT,Not Verified,NY,0,0,39,19,534697,248712,46.51456806378192,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
26000,36,6.72,799.49,A,A3,Current,debt_consolidation,22693.73,3987.74,3306.27,681.47,90000.0,19.48,5.0,RENT,Source Verified,CO,0,1,14,6,89650,45716,50.99386503067485,10-20,High,0,Jan-2018,No Current Problem,2018-01-01
15000,60,17.09,373.52,D,D1,Current,other,14177.42,1874.73,822.58,1052.15,70000.0,14.14,2.0,RENT,Verified,TX,0,0,19,12,37700,21067,55.88063660477454,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
23000,36,16.02,808.84,C,C5,Current,debt_consolidation,20952.29,3214.89,2047.71,1167.18,74000.0,39.64,6.0,MORTGAGE,Not Verified,NC,0,2,30,11,264492,40037,15.137319843322295,30-40,Medium,0,Feb-2018,No Current Problem,2018-02-01
19200,36,13.58,652.31,C,C2,Current,debt_consolidation,17880.09,1927.96,1319.91,608.05,135000.0,18.57,10.0,MORTGAGE,Source Verified,PA,1,1,29,13,339994,42232,12.421395671688323,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
15000,60,11.99,333.6,B,B5,Current,debt_consolidation,14254.01,1324.41,745.99,578.42,65000.0,10.87,2.0,OWN,Source Verified,FL,0,2,16,6,162371,31106,19.15736184417168,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
3400,36,9.92,109.59,B,B2,Current,other,3153.52,326.9,246.48,80.42,32000.0,5.21,0.0,RENT,Verified,WI,0,4,18,9,75470,52541,69.61839141380682,0-10,Low,0,Mar-2018,No Current Problem,2018-03-01
34100,36,6.72,1048.55,A,A3,Current,credit_card,30640.72,4168.74,3459.28,709.46,115000.0,3.21,5.0,MORTGAGE,Source Verified,MD,0,0,14,6,221207,11691,5.285094956307892,0-10,Very High,0,Feb-2018,No Current Problem,2018-02-01
35000,36,12.62,1172.9,C,C1,Current,debt_consolidation,30890.38,5935.86,4109.62,1826.24,90000.0,8.24,5.0,MORTGAGE,Source Verified,IL,0,0,12,6,446000,28400,6.367713004484305,0-10,High,0,Jan-2018,No Current Problem,2018-01-01
30000,60,11.98,667.04,B,B5,Current,debt_consolidation,28886.34,1981.15,1113.66,867.49,85000.0,26.27,0.0,MORTGAGE,Verified,OH,1,0,33,23,287054,150247,52.34102294341832,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
3625,36,5.32,109.17,A,A1,Current,home_improvement,3250.12,435.61,374.88,60.73,40000.0,8.04,10.0,MORTGAGE,Not Verified,MA,0,0,9,4,81300,7604,9.353013530135302,0-10,Low,0,Jan-2018,No Current Problem,2018-01-01
15000,36,10.9,490.38,B,B4,Current,credit_card,14288.52,971.68,711.48,260.2,63130.0,26.39,Unknown,RENT,Verified,FL,0,4,23,10,53959,33918,62.85883726533108,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
28525,36,21.45,1081.29,D,D5,Current,debt_consolidation,25563.99,5372.46,2961.01,2411.45,100000.0,13.73,10.0,OWN,Verified,CA,0,2,16,5,31300,27472,87.76996805111821,10-20,High,0,Jan-2018,No Current Problem,2018-01-01
3500,36,16.02,123.09,C,C5,Current,credit_card,3188.58,489.24,311.42,177.82,34000.0,32.37,2.0,OWN,Verified,SD,0,2,21,7,33225,28397,85.46877351392024,30-40,Low,0,Feb-2018,No Current Problem,2018-02-01
40000,36,6.07,1218.15,A,A2,Current,home_improvement,36937.11,3627.47,3062.89,564.58,250000.0,4.43,7.0,MORTGAGE,Source Verified,CT,0,4,25,13,290100,40880,14.09169251982075,0-10,Very High,0,Mar-2018,No Current Problem,2018-03-01
20000,36,7.35,620.75,A,A4,Current,small_business,17988.61,2474.83,2011.39,463.44,35000.0,10.1,0.0,RENT,Source Verified,CA,0,0,7,6,37498,5111,13.630060269881062,10-20,Low,0,Jan-2018,No Current Problem,2018-01-01
14000,36,10.91,457.75,B,B4,Current,credit_card,12660.0,1814.03,1340.0,474.03,50000.0,28.38,Unknown,OWN,Not Verified,VA,2,2,51,24,280765,212725,75.76621017576977,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
20000,36,6.72,614.99,A,A3,Current,home_improvement,17456.72,3067.48,2543.28,524.2,150000.0,22.38,3.0,MORTGAGE,Source Verified,NJ,0,0,34,18,524179,100109,19.098246972885217,20-30,Very High,0,Jan-2018,No Current Problem,2018-01-01
10000,36,7.97,313.23,A,A5,Current,home_improvement,9002.87,1248.49,997.13,251.36,63024.0,4.95,8.0,MORTGAGE,Verified,GA,1,12,16,7,178300,10533,5.907459338194055,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
10000,60,10.41,214.5,B,B3,Current,credit_card,9613.42,631.93,386.58,245.35,30000.0,31.32,Unknown,OWN,Not Verified,CA,0,0,19,10,75300,43397,57.63213811420983,30-40,Low,0,Mar-2018,No Current Problem,2018-03-01
16000,36,17.47,574.2,D,D1,Current,debt_consolidation,14961.22,1691.54,1038.78,652.76,42563.0,14.19,5.0,RENT,Verified,FL,0,0,4,3,14009,12004,85.68777214647727,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
16350,36,16.02,574.98,C,C5,Current,credit_card,14518.2,2860.35,1831.8,1028.55,55836.0,37.67,8.0,RENT,Source Verified,TX,0,2,27,14,126500,107940,85.32806324110672,30-40,Medium,0,Jan-2018,No Current Problem,2018-01-01
15000,36,9.93,483.52,B,B2,Current,debt_consolidation,13544.48,1917.53,1455.52,462.01,68575.0,9.96,Unknown,RENT,Not Verified,WA,0,0,17,8,47900,26516,55.356993736951985,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
10000,36,16.01,351.62,C,C5,Current,credit_card,9336.62,1045.97,663.38,382.59,50000.0,8.25,9.0,RENT,Source Verified,LA,0,2,8,6,24150,11892,49.24223602484472,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
16000,60,16.02,389.26,C,C5,Current,home_improvement,15283.16,1542.8,716.84,825.96,62000.0,31.22,3.0,MORTGAGE,Source Verified,WV,0,0,26,16,151782,43841,28.88418916604077,30-40,Medium,0,Jan-2018,No Current Problem,2018-01-01
15000,36,12.61,502.6,C,C1,Current,debt_consolidation,13954.16,1486.78,1045.84,440.94,10000.0,42.74,0.0,RENT,Not Verified,UT,0,1,9,6,22218,7623,34.31001890359168,40+,Low,0,Mar-2018,No Current Problem,2018-03-01
12000,36,7.35,372.45,A,A4,Current,debt_consolidation,10793.17,1480.0,1206.83,273.17,60000.0,24.08,10.0,RENT,Not Verified,CA,0,2,27,11,98620,44029,44.64510241330359,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
21150,60,25.81,630.87,E,E4,Current,debt_consolidation,20794.28,1231.41,355.72,875.69,54269.0,21.47,10.0,MORTGAGE,Verified,WA,0,3,13,9,279560,39179,14.014522821576763,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
22500,36,5.31,677.49,A,A1,Current,debt_consolidation,20758.53,2019.19,1741.47,277.72,150000.0,18.8,7.0,RENT,Source Verified,CO,0,3,15,9,156707,126555,80.7589960882411,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
14000,60,14.08,326.34,C,C3,Current,credit_card,13170.39,1636.8,829.61,807.19,55000.0,26.82,1.0,RENT,Not Verified,MT,0,8,15,12,78825,66471,84.32730732635585,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
23000,36,7.35,713.86,A,A4,Current,credit_card,20099.76,3559.91,2900.24,659.67,170000.0,19.13,3.0,RENT,Not Verified,VA,0,0,28,11,221252,194434,87.87897962504294,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
30000,36,19.03,1100.14,D,D3,Late (31-120 days),credit_card,30000.0,0.0,0.0,0.0,36000.0,5.07,1.0,RENT,Source Verified,WA,0,1,6,5,13500,4463,33.059259259259264,0-10,Low,1,Feb-2018,Medium Risk,2018-02-01
15000,60,13.58,345.77,C,C2,Current,credit_card,14465.94,1025.99,534.06,491.93,65000.0,20.62,3.0,RENT,Verified,WA,0,0,18,16,70175,52975,75.48984681154258,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
7200,36,16.02,253.21,C,C5,Current,house,6395.12,1250.03,804.88,445.15,30000.0,29.16,5.0,RENT,Verified,RI,0,9,22,8,53210,43241,81.26479984965232,20-30,Low,0,Jan-2018,No Current Problem,2018-01-01
10000,60,13.59,230.57,C,C2,Current,debt_consolidation,9522.69,914.73,477.31,437.42,29388.0,29.24,Unknown,RENT,Verified,NV,0,0,7,5,35400,23533,66.4774011299435,20-30,Low,0,Feb-2018,No Current Problem,2018-02-01
12000,36,6.08,365.5,A,A2,Current,debt_consolidation,10460.98,1823.45,1539.02,284.43,35000.0,37.14,7.0,MORTGAGE,Source Verified,PA,0,1,27,14,106094,40065,37.763681263784946,30-40,Low,0,Jan-2018,No Current Problem,2018-01-01
20000,60,14.08,466.2,C,C3,Current,debt_consolidation,18814.85,2315.36,1185.15,1130.21,45000.0,9.28,9.0,MORTGAGE,Source Verified,TX,0,1,8,6,23100,7144,30.926406926406923,0-10,Medium,0,Jan-2018,No Current Problem,2018-01-01
25000,60,12.61,563.85,C,C1,Current,debt_consolidation,24087.04,1586.47,912.96,673.51,140000.0,16.07,4.0,MORTGAGE,Source Verified,NJ,0,1,47,21,447509,120729,26.978004911633064,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
9500,36,5.32,286.1,A,A1,Current,credit_card,8517.55,1116.33,982.45,133.88,59000.0,5.26,1.0,OWN,Not Verified,CA,0,1,13,10,81024,67407,83.19386848341233,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
5000,36,10.91,163.49,B,B4,Current,credit_card,4521.4,650.93,478.6,172.33,65000.0,21.58,6.0,MORTGAGE,Source Verified,CO,0,3,15,9,275522,52074,18.900124128018817,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
12000,60,14.08,279.72,C,C3,Fully Paid,credit_card,0.0,12498.1744094975,12000.0,498.17,83000.0,22.66,4.0,MORTGAGE,Verified,TX,0,2,26,13,185632,84373,45.451754007929665,20-30,High,0,Jan-2018,No Current Problem,2018-01-01
18000,60,12.62,406.07,C,C1,Current,debt_consolidation,16893.11,2017.73,1106.89,910.84,189000.0,16.62,10.0,MORTGAGE,Not Verified,CA,1,0,32,9,608902,118160,19.405421562090453,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
21000,60,15.05,500.14,C,C4,Current,debt_consolidation,19786.11,2465.58,1213.89,1251.69,130000.0,15.02,5.0,MORTGAGE,Not Verified,CA,0,1,20,10,74706,37253,49.866141943083555,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
16000,36,11.99,531.36,B,B5,Current,debt_consolidation,14491.61,2114.78,1508.39,606.39,48500.0,22.23,10.0,MORTGAGE,Not Verified,MD,0,1,17,9,269716,23804,8.825579498435392,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
5600,36,19.03,205.36,D,D3,Current,debt_consolidation,4998.45,1014.96,601.55,413.41,47000.0,12.95,8.0,MORTGAGE,Verified,AZ,1,2,12,6,202300,11970,5.916955017301038,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
14775,36,10.91,483.09,B,B4,Current,home_improvement,12999.2,2406.49,1775.8,630.69,60000.0,12.6,4.0,RENT,Source Verified,CT,1,7,14,9,299375,25396,8.483006263048017,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
15000,36,13.59,509.69,C,C2,Current,other,13262.0,2525.8,1738.0,787.8,117000.0,25.56,0.0,RENT,Source Verified,NC,0,1,18,10,154109,101567,65.90594968496323,20-30,Very High,0,Jan-2018,No Current Problem,2018-01-01
10000,36,19.03,366.72,D,D3,Current,debt_consolidation,8520.46,2203.03,1479.54,723.49,15000.0,31.26,2.0,RENT,Verified,CA,0,2,8,5,29400,15115,51.41156462585034,30-40,Low,0,Jan-2018,No Current Problem,2018-01-01
25000,36,16.01,879.05,C,C5,Current,debt_consolidation,23341.54,2614.91,1658.46,956.45,41280.0,4.39,Unknown,OWN,Source Verified,NY,0,1,6,5,4800,3834,79.875,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
20000,36,11.99,664.2,B,B5,Current,debt_consolidation,18114.51,2643.48,1885.49,757.99,72800.0,18.73,2.0,OWN,Verified,GA,1,3,30,18,368376,43546,11.82107411992095,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
15000,36,7.35,465.57,A,A4,Current,credit_card,13108.5,2321.73,1891.5,430.23,50000.0,24.44,2.0,MORTGAGE,Not Verified,IN,0,1,40,11,305936,118341,38.68161968516291,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
10000,36,10.42,324.65,B,B3,Current,credit_card,9036.27,1292.81,963.73,329.08,40000.0,7.44,5.0,RENT,Not Verified,NY,0,0,5,4,12000,8920,74.33333333333333,0-10,Low,0,Feb-2018,No Current Problem,2018-02-01
10000,36,16.02,351.67,C,C5,Current,debt_consolidation,9109.69,1397.78,890.31,507.47,42000.0,7.38,Unknown,OWN,Verified,NY,0,0,3,3,12723,8499,66.80028295213393,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
8000,36,9.43,256.01,B,B1,Current,home_improvement,7416.0,763.84,584.0,179.84,62000.0,18.33,7.0,OWN,Not Verified,SD,0,0,30,13,41012,20390,49.71715595435482,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
11200,60,9.93,237.59,B,B2,Current,debt_consolidation,10613.13,944.18,586.87,357.31,35000.0,12.52,6.0,MORTGAGE,Verified,VA,0,1,20,11,195105,16947,8.686092104251557,10-20,Low,0,Feb-2018,No Current Problem,2018-02-01
20000,60,9.43,419.36,B,B1,Current,debt_consolidation,19207.22,1247.6,792.78,454.82,125000.0,10.38,10.0,MORTGAGE,Not Verified,TX,0,0,26,19,283667,36494,12.865084764882766,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
10000,60,11.99,222.4,B,B5,Current,debt_consolidation,9502.67,882.94,497.33,385.61,70000.0,14.73,0.0,RENT,Not Verified,CA,0,1,11,6,36188,13319,36.80501823808998,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
1500,36,12.61,50.26,C,C1,Current,credit_card,1341.87,201.73,158.13,43.6,30000.0,5.48,1.0,RENT,Not Verified,FL,0,1,4,4,6550,3075,46.94656488549619,0-10,Low,0,Mar-2018,No Current Problem,2018-03-01
15000,36,5.31,451.66,A,A1,Current,credit_card,13245.96,1977.89,1754.04,223.85,81000.0,11.04,4.0,RENT,Not Verified,NJ,0,0,23,5,88228,72068,81.68381919572018,10-20,High,0,Feb-2018,No Current Problem,2018-02-01
14400,60,18.06,366.14,D,D2,Current,credit_card,13788.69,1479.01,611.31,867.7,37200.0,24.55,6.0,MORTGAGE,Verified,NY,0,1,12,12,97119,25103,25.84767141342065,20-30,Low,0,Feb-2018,No Current Problem,2018-02-01
17000,60,24.85,497.48,E,E3,Current,medical,16242.06,2428.73,757.94,1670.79,30000.0,27.1,10.0,MORTGAGE,Verified,MN,0,4,30,12,43489,31156,71.64110464715215,20-30,Low,0,Jan-2018,No Current Problem,2018-01-01
35000,60,14.08,815.85,C,C3,Current,other,33350.52,3236.02,1649.48,1586.54,60000.0,0.5,10.0,RENT,Source Verified,NJ,0,2,4,2,4500,65,1.4444444444444444,0-10,Medium,0,Jan-2018,No Current Problem,2018-01-01
20000,60,21.45,546.15,D,D5,Current,debt_consolidation,19022.42,2706.92,977.58,1729.34,42000.0,25.6,9.0,OWN,Source Verified,NY,1,0,17,10,48669,28455,58.466374899833575,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
27850,60,15.05,663.29,C,C4,Current,debt_consolidation,26240.1,3293.16,1609.9,1683.26,130000.0,18.77,3.0,MORTGAGE,Verified,LA,1,2,34,9,421240,80542,19.120216503655875,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
20000,36,16.01,703.24,C,C5,Current,debt_consolidation,18673.24,2074.14,1326.76,747.38,140000.0,17.51,10.0,MORTGAGE,Verified,NC,0,1,14,8,107147,87862,82.00136261397893,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
32000,36,6.07,974.52,A,A2,Current,home_improvement,29549.69,2912.77,2450.31,462.46,56000.0,11.59,0.0,MORTGAGE,Not Verified,IL,0,1,6,4,43686,5032,11.518564299775672,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
32200,60,19.42,842.75,D,D3,Current,debt_consolidation,31219.36,2493.51,980.64,1512.87,48000.0,14.33,5.0,RENT,Source Verified,NV,0,3,30,10,61238,25620,41.836768019856954,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
7200,36,7.34,223.44,A,A4,Current,home_improvement,6658.5,667.38,541.5,125.88,50129.0,55.11,5.0,MORTGAGE,Verified,KS,0,4,30,16,299193,85835,28.68883964531256,40+,Medium,0,Mar-2018,No Current Problem,2018-03-01
15000,36,6.08,456.88,A,A2,Current,other,13464.86,1822.45,1535.14,287.31,58000.0,10.35,1.0,MORTGAGE,Not Verified,PA,0,0,17,11,267900,13037,4.866368047779022,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
20000,36,16.01,703.24,C,C5,Current,debt_consolidation,18673.24,2091.93,1326.76,765.17,100000.0,10.9,3.0,MORTGAGE,Not Verified,MO,0,4,18,13,236103,34229,14.497486266587039,10-20,High,0,Feb-2018,No Current Problem,2018-02-01
12000,36,10.9,392.3,B,B4,Current,credit_card,11142.36,1162.37,857.64,304.73,60000.0,19.52,0.0,RENT,Verified,TX,0,1,23,7,64103,57438,89.60267070183923,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
8000,36,16.01,281.3,C,C5,Current,debt_consolidation,7287.63,1110.97,712.37,398.6,40059.96,24.98,10.0,OWN,Not Verified,FL,0,1,28,12,88079,76403,86.74371870706979,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
15000,36,9.44,480.08,B,B1,Current,other,13534.5,1912.45,1465.5,446.95,120000.0,6.44,Unknown,RENT,Not Verified,CA,0,3,26,12,44414,12858,28.95033097671905,0-10,Very High,0,Jan-2018,No Current Problem,2018-01-01
10000,60,19.03,259.58,D,D3,Charged Off,debt_consolidation,0.0,249.01,101.0,148.01,30000.0,34.72,7.0,RENT,Not Verified,CA,0,1,12,7,55131,40697,73.8187226787107,30-40,Low,1,Jan-2018,High Risk,2018-01-01
12050,36,13.59,409.45,C,C2,Fully Paid,other,0.0,12181.8120738385,12050.0,131.81,45000.0,64.51,10.0,MORTGAGE,Verified,MA,2,2,43,13,341677,284722,83.33074804566887,40+,Medium,0,Feb-2018,No Current Problem,2018-02-01
30000,60,17.47,753.18,D,D1,Current,debt_consolidation,29036.82,2230.42,963.18,1267.24,60000.0,22.94,7.0,RENT,Source Verified,FL,1,1,27,16,60187,33778,56.121753867114165,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
